;;
Abkhazia;7840;0,173480
Abkhazia Mobile;7940;0,195840
Afghanistan;93;0,156520
Afghanistan Mobile;937;0,167440
Afghanistan Mobile MTN;9376;0,114400
Afghanistan Mobile MTN;9377;0,114400
Albania;355;0,128860
Albania AMC;35521150;0,128860
Albania AMC;35521153;0,128860
Albania AMC;35521160;0,128860
Albania AMC;35521161;0,128860
Albania AMC;35521250;0,128860
Albania AMC;35521262;0,128860
Albania AMC;35521340;0,128860
Albania AMC;35521362;0,128860
Albania AMC;35521440;0,128860
Albania AMC;35521460;0,128860
Albania AMC;35521540;0,128860
Albania AMC;35521541;0,128860
Albania AMC;35521542;0,128860
Albania AMC;35521543;0,128860
Albania AMC;35521544;0,128860
Albania AMC;35521545;0,128860
Albania AMC;3552155;0,128860
Albania AMC;35521570;0,128860
Albania AMC;35521650;0,128860
Albania AMC;35521651;0,128860
Albania AMC;35521662;0,128860
Albania AMC;35521740;0,128860
Albania AMC;35521741;0,128860
Albania AMC;35521762;0,128860
Albania AMC;35521840;0,128860
Albania AMC;35521844;0,128860
Albania AMC;3552185;0,128860
Albania AMC;35521940;0,128860
Albania AMC;35521962;0,128860
Albania AMC;35521964;0,128860
Albania AMC;35522400;0,128860
Albania AMC;3552244;0,128860
Albania AMC;3552253;0,128860
Albania AMC;3552254;0,128860
Albania AMC;3552260;0,128860
Albania AMC;35522620;0,128860
Albania AMC;35522700;0,128860
Albania AMC;35522701;0,128860
Albania AMC;3552272;0,128860
Albania AMC;3552280;0,128860
Albania AMC;35522900;0,128860
Albania AMC;3552440;0,128860
Albania AMC;35524620;0,128860
Albania AMC;3552614;0,128860
Albania AMC;35526160;0,128860
Albania AMC;35526220;0,128860
Albania AMC;35526221;0,128860
Albania AMC;35526250;0,128860
Albania AMC;35526290;0,128860
Albania AMC;35526293;0,128860
Albania AMC;35526323;0,128860
Albania AMC;35526350;0,128860
Albania AMC;35526363;0,128860
Albania AMC;35526373;0,128860
Albania AMC;35526383;0,128860
Albania AMC;35526420;0,128860
Albania AMC;35526450;0,128860
Albania AMC;35526460;0,128860
Albania AMC;35526490;0,128860
Albania AMC;35526523;0,128860
Albania AMC;35526560;0,128860
Albania AMC;35526563;0,128860
Albania AMC;35526620;0,128860
Albania AMC;35526621;0,128860
Albania AMC;35526622;0,128860
Albania AMC;35526650;0,128860
Albania AMC;35526670;0,128860
Albania AMC;35526671;0,128860
Albania AMC;35526672;0,128860
Albania AMC;35526673;0,128860
Albania AMC;35526674;0,128860
Albania AMC;35526675;0,128860
Albania AMC;35526676;0,128860
Albania AMC;35526677;0,128860
